start,end,c,locationLabel,eventLabel,s,roleLabel,personLabel,affliationLabel,keywords,homepage,abstract
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Stuart,5th International Workshop on Semantic Sensor Networks,workshop:ssn/2012,Workshop Chair,Cory Henson,,"semantic sensor networks, ssn, sensor web, SWE, sensor data",http://iswc2012.semanticweb.org/workshops/ssn2012,"The workshop aims to provide an inter-disciplinary forum to explore and promote the technologies related to a combination of semantic web and sensor networking. Specifically, to develop an understanding of the ways semantic web technologies can contribute to the growth, application and deployment of large-scale sensor networks on the one hand, and the ways that sensor networks can contribute to the emerging semantic web, on the other."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Stuart,5th International Workshop on Semantic Sensor Networks,workshop:ssn/2012,Workshop Chair,Kerry Taylor,,"semantic sensor networks, ssn, sensor web, SWE, sensor data",http://iswc2012.semanticweb.org/workshops/ssn2012,"The workshop aims to provide an inter-disciplinary forum to explore and promote the technologies related to a combination of semantic web and sensor networking. Specifically, to develop an understanding of the ways semantic web technologies can contribute to the growth, application and deployment of large-scale sensor networks on the one hand, and the ways that sensor networks can contribute to the emerging semantic web, on the other."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Stuart,5th International Workshop on Semantic Sensor Networks,workshop:ssn/2012,Workshop Chair,Manfred Hauswirth,,"semantic sensor networks, ssn, sensor web, SWE, sensor data",http://iswc2012.semanticweb.org/workshops/ssn2012,"The workshop aims to provide an inter-disciplinary forum to explore and promote the technologies related to a combination of semantic web and sensor networking. Specifically, to develop an understanding of the ways semantic web technologies can contribute to the growth, application and deployment of large-scale sensor networks on the one hand, and the ways that sensor networks can contribute to the emerging semantic web, on the other."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Stuart,5th International Workshop on Semantic Sensor Networks,workshop:ssn/2012,Workshop Chair,Oscar Corcho,,"semantic sensor networks, ssn, sensor web, SWE, sensor data",http://iswc2012.semanticweb.org/workshops/ssn2012,"The workshop aims to provide an inter-disciplinary forum to explore and promote the technologies related to a combination of semantic web and sensor networking. Specifically, to develop an understanding of the ways semantic web technologies can contribute to the growth, application and deployment of large-scale sensor networks on the one hand, and the ways that sensor networks can contribute to the emerging semantic web, on the other."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:SpecialEvent,Whittier,Doctoral Consortium,iswc2012:special/doctoral-consortium,,,,,http://iswc2012.semanticweb.org/doctoral-consortium,"The ISWC 2012 Doctoral Consortium will take place as part of the 11th International Semantic Web Conference in Boston, US. This forum will provide PhD students an opportunity to share and develop their research ideas in a critical but supportive environment, get feedback from mentors who are senior members of the Semantic Web research community, explore issues related to academic and research careers, and build relationships with other Semantic Web PhD students from around the world. The Consortium aims to broaden the perspectives and improve the research and communication skills of these students as a way to contribute both to the individuals as well as to the broader research community."
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:TutorialEvent,Alcott,Getting to know PROV - the W3C Provenance Specifications,iswc2012:tutorial-7,Tutorial Organizer,Jun Zhao,,"provenance, interchange , web, metadata",http://www.w3.org/2011/prov/wiki/ISWCProvTutorial,"Provenance (the origin or source) of information is critical in deciding whether information is to be trusted, how it should be integrated with other diverse information sources, and how to give credit to its originators when reusing it. In order to promote the widespread publication of provenance information on the Web, the W3C is producing the W3C PROV set of specifications. These specifications provide a basis for the common exchange of provenance information on the Web. This half- day tutorial provides you with an indepth dive into these specifications including handson information on how to publish, query and access provenance information. You will learn how to model your provenance data using the PROV data model and ontology, how to produce provenance information that enables integrity checking and inferences, as well as how to expose and acquire provenance information using PROV access mechanisms and services."
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:TutorialEvent,Alcott,Getting to know PROV - the W3C Provenance Specifications,iswc2012:tutorial-7,Tutorial Organizer,Luc Moreau,,"provenance, interchange , web, metadata",http://www.w3.org/2011/prov/wiki/ISWCProvTutorial,"Provenance (the origin or source) of information is critical in deciding whether information is to be trusted, how it should be integrated with other diverse information sources, and how to give credit to its originators when reusing it. In order to promote the widespread publication of provenance information on the Web, the W3C is producing the W3C PROV set of specifications. These specifications provide a basis for the common exchange of provenance information on the Web. This half- day tutorial provides you with an indepth dive into these specifications including handson information on how to publish, query and access provenance information. You will learn how to model your provenance data using the PROV data model and ontology, how to produce provenance information that enables integrity checking and inferences, as well as how to expose and acquire provenance information using PROV access mechanisms and services."
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:TutorialEvent,Alcott,Getting to know PROV - the W3C Provenance Specifications,iswc2012:tutorial-7,Tutorial Organizer,Paul Groth,,"provenance, interchange , web, metadata",http://www.w3.org/2011/prov/wiki/ISWCProvTutorial,"Provenance (the origin or source) of information is critical in deciding whether information is to be trusted, how it should be integrated with other diverse information sources, and how to give credit to its originators when reusing it. In order to promote the widespread publication of provenance information on the Web, the W3C is producing the W3C PROV set of specifications. These specifications provide a basis for the common exchange of provenance information on the Web. This half- day tutorial provides you with an indepth dive into these specifications including handson information on how to publish, query and access provenance information. You will learn how to model your provenance data using the PROV data model and ontology, how to produce provenance information that enables integrity checking and inferences, as well as how to expose and acquire provenance information using PROV access mechanisms and services."
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:TutorialEvent,Alcott,Getting to know PROV - the W3C Provenance Specifications,iswc2012:tutorial-7,Tutorial Organizer,Timothy Lebo,,"provenance, interchange , web, metadata",http://www.w3.org/2011/prov/wiki/ISWCProvTutorial,"Provenance (the origin or source) of information is critical in deciding whether information is to be trusted, how it should be integrated with other diverse information sources, and how to give credit to its originators when reusing it. In order to promote the widespread publication of provenance information on the Web, the W3C is producing the W3C PROV set of specifications. These specifications provide a basis for the common exchange of provenance information on the Web. This half- day tutorial provides you with an indepth dive into these specifications including handson information on how to publish, query and access provenance information. You will learn how to model your provenance data using the PROV data model and ontology, how to produce provenance information that enables integrity checking and inferences, as well as how to expose and acquire provenance information using PROV access mechanisms and services."
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Back Bay,Joint Workshop on Large and Heterogeneous Data and Quantitative Formalization in the Semantic Web,workshop:lhd-semquant/2012,Workshop Chair,Andriana Gkaniatsou,,"Large data, Matching, Meaning, Ontology, Dynamic matching, Semantic Web, quantitative, metrics, analytics, Semantic Information Theory, similarity",http://iswc2012.semanticweb.org/workshops/lhd%2Bsemquant,"One part of this workshop (LHD) is designed to bring together people from different fields working in the area of dynamic matching, interpretation, and integration of heterogeneous data, so that ideas, techniques and problems can be shared and discussed in a broad context. A key part of this workshop is bringing together those from industry and government as well as those from academia. In order to interact successfully in an open and heterogeneous environment, being able to dynamically and adaptively integrate data from other systems on the go is necessary. This may not be a precise process but a matter of finding a good enough understanding to allow interaction to proceed successfully. With the advent of the Web, there are massive amounts of information available online that can assist in this task, but this information is often chaotically organised, stored in a wide variety of data-formats, and difficult to interpret. The other part of this workshop (SemQuant) aims to unlock a new paradigm in Semantic Web research, and even in KR research in general, by adding a quantitative research paradigm to the traditionally predominant qualitative logic-based paradigm. This is motivated in part by the significant growth in Semantic Web data, including ontologies and Linked Data, over recent years. To efficiently manage the vast quantities of knowledge and data on the Semantic Web, we need theories and tools to address questions like: How can we measure knowledge? How are these measurements different from measurements of information? How can we efficiently store knowledge? How can we efficiently and accurately transform knowledge on noisy channels like the Web? How can we measure the quality of ontologies and other forms of knowledge? How can we determine the quality of approximate methods for inference, similarity, soundness, completeness, etc.? How can such quantitative formalization help the engineering and realization of the Semantic Web?"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Back Bay,Joint Workshop on Large and Heterogeneous Data and Quantitative Formalization in the Semantic Web,workshop:lhd-semquant/2012,Workshop Chair,Fiona McNeill,,"Large data, Matching, Meaning, Ontology, Dynamic matching, Semantic Web, quantitative, metrics, analytics, Semantic Information Theory, similarity",http://iswc2012.semanticweb.org/workshops/lhd%2Bsemquant,"One part of this workshop (LHD) is designed to bring together people from different fields working in the area of dynamic matching, interpretation, and integration of heterogeneous data, so that ideas, techniques and problems can be shared and discussed in a broad context. A key part of this workshop is bringing together those from industry and government as well as those from academia. In order to interact successfully in an open and heterogeneous environment, being able to dynamically and adaptively integrate data from other systems on the go is necessary. This may not be a precise process but a matter of finding a good enough understanding to allow interaction to proceed successfully. With the advent of the Web, there are massive amounts of information available online that can assist in this task, but this information is often chaotically organised, stored in a wide variety of data-formats, and difficult to interpret. The other part of this workshop (SemQuant) aims to unlock a new paradigm in Semantic Web research, and even in KR research in general, by adding a quantitative research paradigm to the traditionally predominant qualitative logic-based paradigm. This is motivated in part by the significant growth in Semantic Web data, including ontologies and Linked Data, over recent years. To efficiently manage the vast quantities of knowledge and data on the Semantic Web, we need theories and tools to address questions like: How can we measure knowledge? How are these measurements different from measurements of information? How can we efficiently store knowledge? How can we efficiently and accurately transform knowledge on noisy channels like the Web? How can we measure the quality of ontologies and other forms of knowledge? How can we determine the quality of approximate methods for inference, similarity, soundness, completeness, etc.? How can such quantitative formalization help the engineering and realization of the Semantic Web?"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Back Bay,Joint Workshop on Large and Heterogeneous Data and Quantitative Formalization in the Semantic Web,workshop:lhd-semquant/2012,Workshop Chair,Frank van Harmelen,,"Large data, Matching, Meaning, Ontology, Dynamic matching, Semantic Web, quantitative, metrics, analytics, Semantic Information Theory, similarity",http://iswc2012.semanticweb.org/workshops/lhd%2Bsemquant,"One part of this workshop (LHD) is designed to bring together people from different fields working in the area of dynamic matching, interpretation, and integration of heterogeneous data, so that ideas, techniques and problems can be shared and discussed in a broad context. A key part of this workshop is bringing together those from industry and government as well as those from academia. In order to interact successfully in an open and heterogeneous environment, being able to dynamically and adaptively integrate data from other systems on the go is necessary. This may not be a precise process but a matter of finding a good enough understanding to allow interaction to proceed successfully. With the advent of the Web, there are massive amounts of information available online that can assist in this task, but this information is often chaotically organised, stored in a wide variety of data-formats, and difficult to interpret. The other part of this workshop (SemQuant) aims to unlock a new paradigm in Semantic Web research, and even in KR research in general, by adding a quantitative research paradigm to the traditionally predominant qualitative logic-based paradigm. This is motivated in part by the significant growth in Semantic Web data, including ontologies and Linked Data, over recent years. To efficiently manage the vast quantities of knowledge and data on the Semantic Web, we need theories and tools to address questions like: How can we measure knowledge? How are these measurements different from measurements of information? How can we efficiently store knowledge? How can we efficiently and accurately transform knowledge on noisy channels like the Web? How can we measure the quality of ontologies and other forms of knowledge? How can we determine the quality of approximate methods for inference, similarity, soundness, completeness, etc.? How can such quantitative formalization help the engineering and realization of the Semantic Web?"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Back Bay,Joint Workshop on Large and Heterogeneous Data and Quantitative Formalization in the Semantic Web,workshop:lhd-semquant/2012,Workshop Chair,Harry Halpin,,"Large data, Matching, Meaning, Ontology, Dynamic matching, Semantic Web, quantitative, metrics, analytics, Semantic Information Theory, similarity",http://iswc2012.semanticweb.org/workshops/lhd%2Bsemquant,"One part of this workshop (LHD) is designed to bring together people from different fields working in the area of dynamic matching, interpretation, and integration of heterogeneous data, so that ideas, techniques and problems can be shared and discussed in a broad context. A key part of this workshop is bringing together those from industry and government as well as those from academia. In order to interact successfully in an open and heterogeneous environment, being able to dynamically and adaptively integrate data from other systems on the go is necessary. This may not be a precise process but a matter of finding a good enough understanding to allow interaction to proceed successfully. With the advent of the Web, there are massive amounts of information available online that can assist in this task, but this information is often chaotically organised, stored in a wide variety of data-formats, and difficult to interpret. The other part of this workshop (SemQuant) aims to unlock a new paradigm in Semantic Web research, and even in KR research in general, by adding a quantitative research paradigm to the traditionally predominant qualitative logic-based paradigm. This is motivated in part by the significant growth in Semantic Web data, including ontologies and Linked Data, over recent years. To efficiently manage the vast quantities of knowledge and data on the Semantic Web, we need theories and tools to address questions like: How can we measure knowledge? How are these measurements different from measurements of information? How can we efficiently store knowledge? How can we efficiently and accurately transform knowledge on noisy channels like the Web? How can we measure the quality of ontologies and other forms of knowledge? How can we determine the quality of approximate methods for inference, similarity, soundness, completeness, etc.? How can such quantitative formalization help the engineering and realization of the Semantic Web?"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Back Bay,Joint Workshop on Large and Heterogeneous Data and Quantitative Formalization in the Semantic Web,workshop:lhd-semquant/2012,Workshop Chair,Jie Bao,,"Large data, Matching, Meaning, Ontology, Dynamic matching, Semantic Web, quantitative, metrics, analytics, Semantic Information Theory, similarity",http://iswc2012.semanticweb.org/workshops/lhd%2Bsemquant,"One part of this workshop (LHD) is designed to bring together people from different fields working in the area of dynamic matching, interpretation, and integration of heterogeneous data, so that ideas, techniques and problems can be shared and discussed in a broad context. A key part of this workshop is bringing together those from industry and government as well as those from academia. In order to interact successfully in an open and heterogeneous environment, being able to dynamically and adaptively integrate data from other systems on the go is necessary. This may not be a precise process but a matter of finding a good enough understanding to allow interaction to proceed successfully. With the advent of the Web, there are massive amounts of information available online that can assist in this task, but this information is often chaotically organised, stored in a wide variety of data-formats, and difficult to interpret. The other part of this workshop (SemQuant) aims to unlock a new paradigm in Semantic Web research, and even in KR research in general, by adding a quantitative research paradigm to the traditionally predominant qualitative logic-based paradigm. This is motivated in part by the significant growth in Semantic Web data, including ontologies and Linked Data, over recent years. To efficiently manage the vast quantities of knowledge and data on the Semantic Web, we need theories and tools to address questions like: How can we measure knowledge? How are these measurements different from measurements of information? How can we efficiently store knowledge? How can we efficiently and accurately transform knowledge on noisy channels like the Web? How can we measure the quality of ontologies and other forms of knowledge? How can we determine the quality of approximate methods for inference, similarity, soundness, completeness, etc.? How can such quantitative formalization help the engineering and realization of the Semantic Web?"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Back Bay,Joint Workshop on Large and Heterogeneous Data and Quantitative Formalization in the Semantic Web,workshop:lhd-semquant/2012,Workshop Chair,Jim Hendler,,"Large data, Matching, Meaning, Ontology, Dynamic matching, Semantic Web, quantitative, metrics, analytics, Semantic Information Theory, similarity",http://iswc2012.semanticweb.org/workshops/lhd%2Bsemquant,"One part of this workshop (LHD) is designed to bring together people from different fields working in the area of dynamic matching, interpretation, and integration of heterogeneous data, so that ideas, techniques and problems can be shared and discussed in a broad context. A key part of this workshop is bringing together those from industry and government as well as those from academia. In order to interact successfully in an open and heterogeneous environment, being able to dynamically and adaptively integrate data from other systems on the go is necessary. This may not be a precise process but a matter of finding a good enough understanding to allow interaction to proceed successfully. With the advent of the Web, there are massive amounts of information available online that can assist in this task, but this information is often chaotically organised, stored in a wide variety of data-formats, and difficult to interpret. The other part of this workshop (SemQuant) aims to unlock a new paradigm in Semantic Web research, and even in KR research in general, by adding a quantitative research paradigm to the traditionally predominant qualitative logic-based paradigm. This is motivated in part by the significant growth in Semantic Web data, including ontologies and Linked Data, over recent years. To efficiently manage the vast quantities of knowledge and data on the Semantic Web, we need theories and tools to address questions like: How can we measure knowledge? How are these measurements different from measurements of information? How can we efficiently store knowledge? How can we efficiently and accurately transform knowledge on noisy channels like the Web? How can we measure the quality of ontologies and other forms of knowledge? How can we determine the quality of approximate methods for inference, similarity, soundness, completeness, etc.? How can such quantitative formalization help the engineering and realization of the Semantic Web?"
2012-11-12T09:00:00+05:00,2012-11-12T12:30:00+05:00,swc:WorkshopEvent,Back Bay,Joint Workshop on Large and Heterogeneous Data and Quantitative Formalization in the Semantic Web,workshop:lhd-semquant/2012,Workshop Chair,Mike Dean,,"Large data, Matching, Meaning, Ontology, Dynamic matching, Semantic Web, quantitative, metrics, analytics, Semantic Information Theory, similarity",http://iswc2012.semanticweb.org/workshops/lhd%2Bsemquant,"One part of this workshop (LHD) is designed to bring together people from different fields working in the area of dynamic matching, interpretation, and integration of heterogeneous data, so that ideas, techniques and problems can be shared and discussed in a broad context. A key part of this workshop is bringing together those from industry and government as well as those from academia. In order to interact successfully in an open and heterogeneous environment, being able to dynamically and adaptively integrate data from other systems on the go is necessary. This may not be a precise process but a matter of finding a good enough understanding to allow interaction to proceed successfully. With the advent of the Web, there are massive amounts of information available online that can assist in this task, but this information is often chaotically organised, stored in a wide variety of data-formats, and difficult to interpret. The other part of this workshop (SemQuant) aims to unlock a new paradigm in Semantic Web research, and even in KR research in general, by adding a quantitative research paradigm to the traditionally predominant qualitative logic-based paradigm. This is motivated in part by the significant growth in Semantic Web data, including ontologies and Linked Data, over recent years. To efficiently manage the vast quantities of knowledge and data on the Semantic Web, we need theories and tools to address questions like: How can we measure knowledge? How are these measurements different from measurements of information? How can we efficiently store knowledge? How can we efficiently and accurately transform knowledge on noisy channels like the Web? How can we measure the quality of ontologies and other forms of knowledge? How can we determine the quality of approximate methods for inference, similarity, soundness, completeness, etc.? How can such quantitative formalization help the engineering and realization of the Semantic Web?"
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Franklin,Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine (SATBI+SWIM 2012),workshop:satbi-swim/2012,Workshop Chair,Alejandro Rodríguez González,,"bioinformatics, semantic, ontology, clinical informatics, linked data, personalized medicine",http://iswc2012.semanticweb.org/workshops/SATBI%2BSWIM2012,"The Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine, co-located with the 11th International Semantic Web Conference, will bring together researchers, developers and practitioners actively applying Semantic technologies to Biological and Medical Informatics problems. The workshop aims to attract researchers from Computer Science, Information Science, Biomedicine, Bioinformatics, and related areas to share research challenges, results, methods and advances in the appliance of Semantic Web technologies to two domains within Clinical and Translational research  bioinformatics and individualized medicine."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Franklin,Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine (SATBI+SWIM 2012),workshop:satbi-swim/2012,Workshop Chair,Angel García Crespo,,"bioinformatics, semantic, ontology, clinical informatics, linked data, personalized medicine",http://iswc2012.semanticweb.org/workshops/SATBI%2BSWIM2012,"The Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine, co-located with the 11th International Semantic Web Conference, will bring together researchers, developers and practitioners actively applying Semantic technologies to Biological and Medical Informatics problems. The workshop aims to attract researchers from Computer Science, Information Science, Biomedicine, Bioinformatics, and related areas to share research challenges, results, methods and advances in the appliance of Semantic Web technologies to two domains within Clinical and Translational research  bioinformatics and individualized medicine."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Franklin,Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine (SATBI+SWIM 2012),workshop:satbi-swim/2012,Workshop Chair,Jyotishman Pathak,,"bioinformatics, semantic, ontology, clinical informatics, linked data, personalized medicine",http://iswc2012.semanticweb.org/workshops/SATBI%2BSWIM2012,"The Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine, co-located with the 11th International Semantic Web Conference, will bring together researchers, developers and practitioners actively applying Semantic technologies to Biological and Medical Informatics problems. The workshop aims to attract researchers from Computer Science, Information Science, Biomedicine, Bioinformatics, and related areas to share research challenges, results, methods and advances in the appliance of Semantic Web technologies to two domains within Clinical and Translational research  bioinformatics and individualized medicine."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Franklin,Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine (SATBI+SWIM 2012),workshop:satbi-swim/2012,Workshop Chair,Mark Wilkinson,,"bioinformatics, semantic, ontology, clinical informatics, linked data, personalized medicine",http://iswc2012.semanticweb.org/workshops/SATBI%2BSWIM2012,"The Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine, co-located with the 11th International Semantic Web Conference, will bring together researchers, developers and practitioners actively applying Semantic technologies to Biological and Medical Informatics problems. The workshop aims to attract researchers from Computer Science, Information Science, Biomedicine, Bioinformatics, and related areas to share research challenges, results, methods and advances in the appliance of Semantic Web technologies to two domains within Clinical and Translational research  bioinformatics and individualized medicine."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Franklin,Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine (SATBI+SWIM 2012),workshop:satbi-swim/2012,Workshop Chair,Nigam Shah,,"bioinformatics, semantic, ontology, clinical informatics, linked data, personalized medicine",http://iswc2012.semanticweb.org/workshops/SATBI%2BSWIM2012,"The Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine, co-located with the 11th International Semantic Web Conference, will bring together researchers, developers and practitioners actively applying Semantic technologies to Biological and Medical Informatics problems. The workshop aims to attract researchers from Computer Science, Information Science, Biomedicine, Bioinformatics, and related areas to share research challenges, results, methods and advances in the appliance of Semantic Web technologies to two domains within Clinical and Translational research  bioinformatics and individualized medicine."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Franklin,Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine (SATBI+SWIM 2012),workshop:satbi-swim/2012,Workshop Chair,Richard Boyce,,"bioinformatics, semantic, ontology, clinical informatics, linked data, personalized medicine",http://iswc2012.semanticweb.org/workshops/SATBI%2BSWIM2012,"The Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine, co-located with the 11th International Semantic Web Conference, will bring together researchers, developers and practitioners actively applying Semantic technologies to Biological and Medical Informatics problems. The workshop aims to attract researchers from Computer Science, Information Science, Biomedicine, Bioinformatics, and related areas to share research challenges, results, methods and advances in the appliance of Semantic Web technologies to two domains within Clinical and Translational research  bioinformatics and individualized medicine."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:WorkshopEvent,Franklin,Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine (SATBI+SWIM 2012),workshop:satbi-swim/2012,Workshop Chair,Robert Stevens,,"bioinformatics, semantic, ontology, clinical informatics, linked data, personalized medicine",http://iswc2012.semanticweb.org/workshops/SATBI%2BSWIM2012,"The Joint Workshop on Semantic Technologies Applied to Biomedical Informatics and Individualized Medicine, co-located with the 11th International Semantic Web Conference, will bring together researchers, developers and practitioners actively applying Semantic technologies to Biological and Medical Informatics problems. The workshop aims to attract researchers from Computer Science, Information Science, Biomedicine, Bioinformatics, and related areas to share research challenges, results, methods and advances in the appliance of Semantic Web technologies to two domains within Clinical and Translational research  bioinformatics and individualized medicine."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Beacon Hill,LD4D: Linked Data for Development,iswc2012:tutorial-9,Tutorial Organizer,Bernie Innocenti,,"ICT4D, Linked Data, Global change, Digital divide",http://worldwidesemanticweb.wordpress.com/ld4d-2012,"Linked Data have by-and-large been designed around centralized, powerful Web servers and the (mobile) clients accessing them. As a direct consequence of these design decisions, the usage of data- sharing technologies depends on the availability of a Web infrastructure comprised of data-centers, high-speed, reliable Internet connections, and modern client devices. Four-billion people currently have no access to such an infrastructure and are thus deprived of the benefits Linked (Open) Data provides. This tutorial will show how the design principles and technologies of Linked Data can be adapted to distributed networks, and thus contribute to closing this digital data divide. Join us to learn how not to forget the majority of the world population when thinking of the potential users of Linked Data and discuss the challenges this represents for the research community."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Beacon Hill,LD4D: Linked Data for Development,iswc2012:tutorial-9,Tutorial Organizer,Guéret Christophe,,"ICT4D, Linked Data, Global change, Digital divide",http://worldwidesemanticweb.wordpress.com/ld4d-2012,"Linked Data have by-and-large been designed around centralized, powerful Web servers and the (mobile) clients accessing them. As a direct consequence of these design decisions, the usage of data- sharing technologies depends on the availability of a Web infrastructure comprised of data-centers, high-speed, reliable Internet connections, and modern client devices. Four-billion people currently have no access to such an infrastructure and are thus deprived of the benefits Linked (Open) Data provides. This tutorial will show how the design principles and technologies of Linked Data can be adapted to distributed networks, and thus contribute to closing this digital data divide. Join us to learn how not to forget the majority of the world population when thinking of the potential users of Linked Data and discuss the challenges this represents for the research community."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Beacon Hill,LD4D: Linked Data for Development,iswc2012:tutorial-9,Tutorial Organizer,Stefan Schlobach,,"ICT4D, Linked Data, Global change, Digital divide",http://worldwidesemanticweb.wordpress.com/ld4d-2012,"Linked Data have by-and-large been designed around centralized, powerful Web servers and the (mobile) clients accessing them. As a direct consequence of these design decisions, the usage of data- sharing technologies depends on the availability of a Web infrastructure comprised of data-centers, high-speed, reliable Internet connections, and modern client devices. Four-billion people currently have no access to such an infrastructure and are thus deprived of the benefits Linked (Open) Data provides. This tutorial will show how the design principles and technologies of Linked Data can be adapted to distributed networks, and thus contribute to closing this digital data divide. Join us to learn how not to forget the majority of the world population when thinking of the potential users of Linked Data and discuss the challenges this represents for the research community."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Beacon Hill,LD4D: Linked Data for Development,iswc2012:tutorial-9,Tutorial Organizer,Victor de Boer,,"ICT4D, Linked Data, Global change, Digital divide",http://worldwidesemanticweb.wordpress.com/ld4d-2012,"Linked Data have by-and-large been designed around centralized, powerful Web servers and the (mobile) clients accessing them. As a direct consequence of these design decisions, the usage of data- sharing technologies depends on the availability of a Web infrastructure comprised of data-centers, high-speed, reliable Internet connections, and modern client devices. Four-billion people currently have no access to such an infrastructure and are thus deprived of the benefits Linked (Open) Data provides. This tutorial will show how the design principles and technologies of Linked Data can be adapted to distributed networks, and thus contribute to closing this digital data divide. Join us to learn how not to forget the majority of the world population when thinking of the potential users of Linked Data and discuss the challenges this represents for the research community."
2012-11-12T09:00:00+05:00,2012-11-12T17:30:00+05:00,swc:TutorialEvent,Beacon Hill,LD4D: Linked Data for Development,iswc2012:tutorial-9,Tutorial Organizer,Walter Bender,,"ICT4D, Linked Data, Global change, Digital divide",http://worldwidesemanticweb.wordpress.com/ld4d-2012,"Linked Data have by-and-large been designed around centralized, powerful Web servers and the (mobile) clients accessing them. As a direct consequence of these design decisions, the usage of data- sharing technologies depends on the availability of a Web infrastructure comprised of data-centers, high-speed, reliable Internet connections, and modern client devices. Four-billion people currently have no access to such an infrastructure and are thus deprived of the benefits Linked (Open) Data provides. This tutorial will show how the design principles and technologies of Linked Data can be adapted to distributed networks, and thus contribute to closing this digital data divide. Join us to learn how not to forget the majority of the world population when thinking of the potential users of Linked Data and discuss the challenges this represents for the research community."
